alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1713727792.8715,elite,5119.8352158381,1709497371.1476,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,"San Jose","North America",NA,"United States",US,,false,"Kaopu Cloud HK Limited",37.3382,-121.886,false,LightNode-US,true,California,success,America/Los_Angeles,95141,1713559827,1713727792.8715,3128,socks5,socks5://38.54.101.254:3128,true,4305.305480957,1342,41096,3.1622602384655,38.54.101.254
true,1713727790.6981,elite,1115.0495720231,1711380641.2796,"AS18049 Taiwan Infrastructure Network Technologie",TINP-TW,Taipei,Asia,AS,Taiwan,TW,,false,TINP,25.0504,121.5324,false,"Digital United Inc.",true,"Taipei City",success,Asia/Taipei,,1713196166,1713727790.6981,8193,http,http://123.205.24.244:8193,false,4009.3066692352,7134,22206,24.314928425358,123.205.24.244
true,1713727789.9172,transparent,5337.6947330827,1710576403.9095,"AS16814 NSS S.A.","NSS S.A.","Buenos Aires","South America",SA,Argentina,AR,,true,"NSS S.A.",-34.6049,-58.4455,false,"NSS S.A",false,"Buenos Aires F.D.",success,America/Argentina/Buenos_Aires,1425,1713180369,1713727789.9172,8080,http,http://190.210.131.48:8080,false,8282.2754383087,119,2097,5.370036101083,190.210.131.48
true,1713297136.8835,elite,295.82366807148,1706023649.632,"AS43513 Sia Nano IT",NANO-AS,Mālpils,Europe,EU,Latvia,LV,,false,"Sia Nano IT",57.0101,24.9578,false,NANO-ADTECH,true,"Sigulda Municipality",success,Europe/Riga,LV-2152,1713558140,1713727789.4278,1080,socks4,socks4://31.170.22.127:1080,true,178.96032333374,24158,15821,60.426724030116,31.170.22.127
true,1713722115.2753,elite,1221.819259962,1696997255.2723,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Omaha,"North America",NA,"United States",US,,false,"Cox Communications Inc.",41.2565,-95.9345,false,"Cox Communications",true,Nebraska,success,America/Chicago,68197,1713557711,1713727788.619,4145,socks4,socks4://98.162.25.16:4145,true,2828.5756111145,74435,2982,96.148132839041,98.162.25.16
true,1713727788.0371,elite,4980.2967200906,1710540142.8653,"AS37254 Green Flash Trading",GREENFLASH,"Gordon's Bay",Africa,AF,"South Africa",ZA,,false,"Megs IP Network",-34.1552,18.8792,false,,false,"Western Cape",success,Africa/Johannesburg,7140,1713156830,1713727788.0371,10081,socks4,socks4://102.69.176.98:10081,true,8060.2588653564,2253,11170,16.784623407584,102.69.176.98
true,1713727787.6412,elite,5924.6042245283,1711713669.3439,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,London,Europe,EU,"United Kingdom",GB,,true,Linode,51.5074,-0.1196,false,"Linode, LLC",true,England,success,Europe/London,EC1N,1713534090,1713727787.6412,35733,socks4,socks4://178.79.165.164:35733,true,2269.0427303314,2119,11417,15.654550827423,178.79.165.164
true,1713669398.574,elite,2237.0326458167,1697035608.764,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4213,-87.2169,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1713562596,1713727787.5436,4145,socks5,socks5://184.181.217.194:4145,true,2952.4917602539,68144,24815,73.30543572973,184.181.217.194
true,1713725860.981,elite,62.704445805809,1710544275.8501,"AS9009 M247 Europe SRL",M247,Zurich,Europe,EU,Switzerland,CH,,true,"M247 Europe SRL",47.3667,8.55,false,"M247 LTD",true,Zurich,success,Europe/Zurich,8064,1713727554,1713727785.7337,3128,http,http://84.39.112.144:3128,false,57.894706726074,14326,30561,31.915699422996,84.39.112.144
true,1713727784.0378,elite,7766.900062561,1713394987.5504,"AS8772 NetAssist LLC",Rider,"New York","North America",NA,"United States",US,,false,"Netassist Limited",40.7157,-74,false,"DDoS protected",true,"New York",success,America/New_York,10013,1713727792,1713727784.0378,31676,socks4,socks4://94.131.7.1:31676,true,7766.900062561,1,400,0.24937655860349,94.131.7.1
true,1713727782.6723,elite,4973.5530121573,1712767158.299,"AS19871 Network Solutions, LLC",NETWORK-SOLUTIONS-HOSTING,Provo,"North America",NA,"United States",US,"East Bay",true,"Network Solutions, LLC",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1713380319,1713727782.6723,58993,socks4,socks4://162.241.50.179:58993,true,3865.1185035706,116,556,17.261904761905,162.241.50.179
true,1713727782.6392,elite,5745.087826252,1713101093.9618,"AS19871 Network Solutions, LLC",NETWORK-SOLUTIONS-HOSTING,Provo,"North America",NA,"United States",US,"East Bay",true,"Network Solutions, LLC",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1713707552,1713727782.6392,62247,socks4,socks4://162.241.53.72:62247,true,3662.9226207733,100,388,20.491803278689,162.241.53.72
true,1713727782.1675,elite,3384.2944813938,1710576409.753,"AS10299 EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.","EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.","Santiago de Cali","South America",SA,Colombia,CO,,false,"Empresas Municipales De Cali E.i.c.e. E.S.P.",3.4129,-76.5191,true,"EMCALI - RANGOS FIJOS PPPoE",true,"Valle del Cauca Department",success,America/Bogota,760002,1713604871,1713727782.1675,14888,socks4,socks4://200.29.109.112:14888,true,3948.0345249176,5332,26282,16.865945467198,200.29.109.112
true,1713505049.4205,elite,4265.1927667534,1707901083.088,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713562299,1713727781.8715,53288,socks5,socks5://45.81.232.17:53288,true,20.99609375,13939,40072,25.8077058377,45.81.232.17
true,1713726391.9543,elite,6886.0387992859,1713575486.5507,"AS16276 OVH SAS",OVH,Hillsboro,"North America",NA,"United States",US,,true,"OVH SAS",45.526,-122.9874,false,"OVH US LLC",true,Oregon,success,America/Los_Angeles,97129,1713578730,1713727781.4779,4164,socks4,socks4://51.81.186.179:4164,true,2653.1331539154,25,94,21.008403361345,51.81.186.179
true,1713727781.3805,elite,5953.2700856527,1713664503.7204,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Ashburn,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",39.0469,-77.4903,false,"GoDaddy.com, LLC",true,Virginia,success,America/New_York,20149,1713664659,1713727781.3805,1822,socks5,socks5://64.202.185.19:1822,true,4414.4463539124,15,42,26.315789473684,64.202.185.19
true,1713539193.2294,elite,911.43978823518,1697030322.3286,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.749,-84.388,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1713557413,1713727780.4604,4145,socks5,socks5://192.252.216.81:4145,true,846.11916542053,85867,7157,92.306286549708,192.252.216.81
true,1713726499.9274,elite,5245.2961830427,1710566568.2236,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1713593205,1713727779.7359,41092,socks4,socks4://95.111.227.164:41092,true,7839.4246101379,5699,26237,17.845065130261,95.111.227.164
true,1713727779.352,elite,6022.3699410756,1712895031.9265,"AS17378 TierPoint, LLC",AS17378,Dallas,"North America",NA,"United States",US,"Dallas Downtown Historic District",false,"TierPoint, LLC",32.7847,-96.7973,false,"Scala Hosting LLC",false,Texas,success,America/Chicago,75270,1713502644,1713727779.352,44531,socks4,socks4://130.51.180.63:44531,true,7221.2076187134,147,522,21.973094170404,130.51.180.63
true,1713716131.5177,elite,209.74187634725,1712599480.2977,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1713205176,1713727778.833,8888,http,http://157.245.14.43:8888,false,196.21539115906,838,783,51.696483652067,157.245.14.43
true,1713725396.9336,elite,3784.9067940773,1710548453.0817,"AS4609 Companhia de Telecomunicacoes de Macau SARL",CTM-MO,Macao,Asia,AS,Macao,MO,,false,"Companhia de Telecomunicacoes de Macau",22.2006,113.546,false,"Broadband Static IP",true,,success,Asia/Macau,,1713575762,1713727777.2915,8080,socks5,socks5://202.86.138.18:8080,true,1368.5457706451,10675,30039,26.219482241981,202.86.138.18
true,1713726893.3196,elite,5380.5434163155,1708506281.232,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713559603,1713727775.5351,25519,socks5,socks5://45.81.232.17:25519,true,1849.3404388428,11401,40447,21.989276346243,45.81.232.17
true,1713727000.0742,elite,5453.9103984833,1713716563.7085,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1713720179,1713727774.9373,45598,socks4,socks4://162.214.121.173:45598,true,2448.0404853821,5,11,31.25,162.214.121.173
true,1713720751.0386,elite,899.24379642663,1696991897.9121,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.749,-84.388,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1713563344,1713727774.1219,4145,socks5,socks5://184.170.248.5:4145,true,845.03102302551,82718,7073,92.122818545288,184.170.248.5
true,1712907936.1521,elite,289.87928187776,1710544417.4148,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,125310,1713727157,1713727773.7825,4444,http,http://45.95.203.167:4444,false,323.46320152283,41755,3349,92.574937921249,45.95.203.167
true,1713495003.9031,elite,1131.4197350628,1697032704.2542,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Performive LLC",34.0625,-118.384,false,"ZeroLag Communications",true,California,success,America/Los_Angeles,90211,1713558484,1713727772.8749,4145,socks5,socks5://142.54.226.214:4145,true,1088.6559486389,86112,6888,92.593548387097,142.54.226.214
true,1713726526.3583,elite,6489.407039807,1711735586.5603,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1713550559,1713727772.5715,54517,socks4,socks4://50.63.12.33:54517,true,9699.0051269531,2004,11570,14.763518491233,50.63.12.33
true,1713726138.3492,elite,3772.512051367,1713355481.7904,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1713356915,1713727772.404,58855,socks5,socks5://173.212.209.49:58855,true,3100.7177829742,124,318,28.054298642534,173.212.209.49
true,1713283063.2427,elite,2253.7490490556,1696986396.3134,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2613,-79.9335,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1713560726,1713727771.4398,15303,socks4,socks4://184.178.172.5:15303,true,2829.549074173,63618,13920,82.047512187573,184.178.172.5
true,1713614811.6019,elite,2092.0635439854,1697036409.5412,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Mesa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.4152,-111.831,false,"Cox Communications",true,Arizona,success,America/Phoenix,85214,1713560619,1713727771.1963,4145,socks5,socks5://68.1.210.189:4145,true,2975.3687381744,83047,6391,92.854267760907,68.1.210.189
true,1713506268.5464,elite,1128.711869751,1696979323.6197,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Performive LLC",34.0625,-118.384,false,"ZeroLag Communications",true,California,success,America/Los_Angeles,90211,1713564066,1713727769.9897,4145,socks5,socks5://199.102.104.70:4145,true,965.23094177246,84717,6672,92.699340183173,199.102.104.70
true,1713727769.3667,transparent,6726.4880139747,1710549577.5526,"AS58682 Level3 Carrier Ltd.",LEVEL3-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"Level3 Carrier Limited",23.7272,90.4093,false,"Level3 Carrier Limited",true,"Dhaka Division",success,Asia/Dhaka,1000,1713127926,1713727769.3667,8080,http,http://103.204.208.208:8080,false,3263.7846469879,3406,40414,7.7727065267001,103.204.208.208
true,1713640588.3038,elite,2716.9257888787,1696984740.1488,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Edgewood,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.0385,-84.5456,false,"Maximum Communications",true,Kentucky,success,America/New_York,41017,1713558931,1713727769.335,36181,socks4,socks4://69.61.200.104:36181,true,2417.1652793884,73609,4126,94.692223580112,69.61.200.104
true,1713642862.3582,elite,788.14256488426,1706622627.6783,"AS396362 Leaseweb USA, Inc.",LEASEWEB-USA-NYC,Edison,"North America",NA,"United States",US,,true,"Leaseweb USA, Inc.",40.5237,-74.4151,false,"LeaseWeb USA, Inc. New York",true,"New Jersey",success,America/New_York,08899,1713559363,1713727767.247,1080,socks5,socks5://23.19.244.109:1080,true,565.60587882996,20664,18286,53.052631578947,23.19.244.109
true,1713727766.9165,elite,5820.9202543218,1713442716.5286,"AS50926 AXARNET COMUNICACIONES, S.L.",AXARNET-AS,"Torre del Mar",Europe,EU,Spain,ES,,true,"Axarnet Comunicaciones SL",36.7404,-4.0995,false,AXARnet-Network,true,Andalusia,success,Europe/Madrid,29740,1713447322,1713727766.9165,58161,socks5,socks5://188.164.193.178:58161,true,8311.7463588715,94,268,25.966850828729,188.164.193.178
true,1713725658.6922,elite,1169.113314969,1710633910.8217,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Shenzhen,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",22.5431,114.058,true,"China Mobile Communications Corporation",false,Guangdong,success,Asia/Shanghai,,1713131466,1713727766.6245,8443,http,http://183.234.215.11:8443,false,860.61716079712,35204,8776,80.045475216007,183.234.215.11
true,1713727766.4227,elite,2409.5707291744,1711894553.4259,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07014,1713517733,1713727766.4227,10010,http,http://138.197.92.54:10010,false,675.32277107239,835,6460,11.446196024674,138.197.92.54
true,1713727765.664,elite,6300.3399633381,1711333916.0288,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5665,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,03153,1713173308,1713727765.664,5678,socks5,socks5://8.213.128.90:5678,true,4883.3808898926,73,10384,0.69809696853782,8.213.128.90
true,1713711501.9238,elite,3041.8159889574,1712326697.7904,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713537457,1713727765.3279,54248,socks5,socks5://45.81.232.17:54248,true,21.105527877808,2380,5135,31.66999334664,45.81.232.17
true,1713708838.9082,elite,6853.695574316,1710671771.5049,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Zhangjiakou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Hebei Province Network",40.7687,114.886,false,"Beijing HuaXiaGuangWang Network Co. Ltd",true,Hebei,success,Asia/Shanghai,075000,1713677952,1713727764.637,10005,socks5,socks5://117.74.65.207:10005,true,6428.1837940216,618,7571,7.5467089998779,117.74.65.207
true,1713711449.8883,elite,3904.0705089352,1708390995.8899,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713559723,1713727764.5982,48085,socks5,socks5://45.81.232.17:48085,true,26.354789733887,11944,40388,22.823511427043,45.81.232.17
true,1713727763.8277,transparent,4955.8003479388,1710551908.7184,"AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",highspeed,Reyhanlı,Asia,AS,Turkey,TR,,false,"High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",36.2685,36.5676,false,"High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI",false,Hatay,success,Europe/Istanbul,31500,1713131224,1713727763.8277,8080,http,http://188.132.222.70:8080,false,2652.675151825,3936,39786,9.0023329216413,188.132.222.70
true,1713727762.3126,elite,1837.1405924547,1710882049.7496,"AS9318 SK Broadband Co Ltd",SKB-AS,Yuseong-gu,Asia,AS,"South Korea",KR,,false,"SK Broadband Co Ltd",36.4824,127.3881,false,broadNnet,true,Daejeon,success,Asia/Seoul,340,1713313733,1713727762.3126,80,http,http://116.125.141.115:80,false,817.68822669983,16444,23618,41.046378113923,116.125.141.115
true,1713727762.1756,transparent,6536.0209568653,1710673530.0815,"AS52361 ARSAT - Empresa Argentina de Soluciones Satelitales S.A.",ARSAT,Benavídez,"South America",SA,Argentina,AR,,false,"ARSAT - Empresa Argentina de Soluciones Satelitales S.A",-34.3973,-58.7079,false,"Wainet Networks S.R.L",false,"Buenos Aires",success,America/Argentina/Buenos_Aires,1621,1713451867,1713727762.1756,999,http,http://181.209.100.50:999,false,11067.229986191,3060,20923,12.75903765167,181.209.100.50
true,1713727761.9727,elite,1248.3167570968,1710541373.1532,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Taohua,Asia,AS,China,CN,,false,Chinanet,28.6742,115.91,false,"Chinanet JX",true,Jiangxi,success,Asia/Shanghai,,1713726986,1713727761.9727,9091,http,http://182.106.220.252:9091,false,5589.6320343018,39456,4630,89.497799755024,182.106.220.252
true,1713727761.9306,transparent,8724.7190331582,1710789761.3573,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Akamai Technologies",1.28967,103.85,false,Linode,true,"Central Singapore",success,Asia/Singapore,,1713215990,1713727761.9306,8080,http,http://172.104.189.60:8080,false,7027.7535915375,2470,34573,6.6679264638393,172.104.189.60
true,1713664676.2282,elite,1142.3684610485,1697034677.0183,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0522,-118.244,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1713557505,1713727761.5211,4145,socks5,socks5://104.37.135.145:4145,true,1099.6670722961,86139,6835,92.648482371416,104.37.135.145
true,1713711880.2153,elite,4098.283336382,1709697259.9866,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713557249,1713727761.2165,61553,socks5,socks5://45.81.232.17:61553,true,21.162748336792,12006,34356,25.896208101462,45.81.232.17
true,1713710993.8644,elite,4163.4233115799,1708997643.7447,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713558160,1713727761.1459,30717,socks5,socks5://45.81.232.17:30717,true,21.849155426025,12700,37224,25.438666773496,45.81.232.17
true,1713727760.0227,elite,4477.4113524554,1711865720.0807,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,false,"Alibaba.com LLC",true,"North West",success,Asia/Singapore,858877,1713683498,1713727760.0227,8000,http,http://47.236.56.214:8000,false,4242.1631813049,3273,13102,19.987786259542,47.236.56.214
true,1713725994.7892,elite,2287.6565138728,1696990553.7774,"AS57214 Vidikon-K, CJSC",VIDIKON,Ryazan,Europe,EU,Russia,RU,,false,"Vidikon-K, CJSC",54.5977,39.7194,false,,false,"Ryazan Oblast",success,Europe/Moscow,390000,1713563083,1713727758.8558,1080,socks4,socks4://188.64.113.104:1080,true,7427.497625351,11792,62492,15.874212481827,188.64.113.104
true,1713727757.7423,elite,2986.9914539461,1710813883.2173,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,,true,"GloboTech Communications",45.5019,-73.5674,false,"Private Customer 1081-USD",true,Quebec,success,America/Toronto,H4X,1713256711,1713727757.7423,28259,http,http://67.43.227.227:28259,false,1750.6272792816,123,24329,0.50302633731392,67.43.227.227
